Countries: VEN(NC), E/GBR, SUN, UKR, E/ESP, KOR, RUS, ROM, E/PRT, E/POL, NOR, E/NLD, MEX(NC), E/LTU, E/LVA, JPN, E/ITA, ISR(NC), E/IRL, ISL, HND(NC), DDR, FRA-SP, E/FRA-M, FRA, FRO, EU, E/EST, E/DNK, GRL, CUB, CAN-Q, CAN-N, CAN-MQ, CAN-M, CAN-CA, BGR, E/BEL 
 Divisions: 4X 
 Species: All Species 
 Years: 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012

Extraction Date: 25 Jul 2013
Last Database Update: 14 Jun 2013

Year,Country,Division,Species,Species_ASFIS,Catch ('000 Kg),
2003,Canada Maritimes,4X,Pelagic Fishes (ns),PEL,3,
2003,Canada Maritimes,4X,Sea Scallop,SCA,36165,
2003,Canada Maritimes,4X,Atlantic Rock Crab,CRK,144,
2003,Canada Maritimes,4X,Jonah Crab,CRJ,824,
2003,Canada Maritimes,4X,Queen Crab,CRQ,309,
2003,Canada Maritimes,4X,Red Crab,CRR,38,
2003,Canada Maritimes,4X,Marine Crabs (ns),CRA,4,
2003,Canada Maritimes,4X,American Lobster,LBA,548,
2003,Canada Maritimes,4X,Northern Prawn,PRA,6,
2003,Canada Maritimes,4X,Sea Urchin,URC,1415,
2003,Canada Maritimes,4X,Marine Invertebrates (ns),INV,1066,
2003,Canada Maritimes,4X,Soft Clam,CLS,216,
2003,Canada Maritimes,4X,American Angler,ANG,1239,
2003,Canada Maritimes,4X,Haddock,HAD,8672,
2003,Canada Maritimes,4X,Atlantic Redfishes (ns),RED,3144,
2003,Canada Maritimes,4X,Silver Hake,HKS,842,
2003,Canada Maritimes,4X,Red Hake,HKR,12,
2003,Canada Maritimes,4X,Pollock (saithe),POK,6675,
2003,Canada Maritimes,4X,American Plaice,PLA,65,
2003,Canada Maritimes,4X,Witch Flounder,WIT,384,
2003,Canada Maritimes,4X,Yellowtail Flounder,YEL,14,
2003,Canada Maritimes,4X,Greenland Halibut,GHL,3,
2003,Canada Maritimes,4X,Atlantic Halibut,HAL,322,
2003,Canada Maritimes,4X,Atlantic Tomcod,TOM,5,
2003,Canada Maritimes,4X,Flatfishes (ns),FLX,167,
2003,Canada Maritimes,4X,Alewife,ALE,3,
2003,Canada Maritimes,4X,Sculpins (ns),SCU,122,
2003,Canada Maritimes,4X,Wolffishes (catfish) (ns),CAT,136,
2003,Canada Maritimes,4X,Groundfishes (ns),GRO,2,
2003,Canada Maritimes,4X,Atlantic Herring,HER,100830,
2003,Canada Maritimes,4X,Atlantic Mackerel,MAC,3671,
2003,Canada Maritimes,4X,Swordfish,SWO,136,
2003,Canada Maritimes,4X,Albacore Tuna,ALB,27,
2003,Canada Maritimes,4X,Bigeye Tuna,BET,35,
2003,Canada Maritimes,4X,Northern Bluefin Tuna,BFT,305,
2003,Canada Maritimes,4X,Yellowfin Tuna,YFT,6,
2003,Canada Maritimes,4X,Atlantic Cod,COD,5610,
2003,Canada Maritimes,4X,Winter Flounder,FLW,810,
